0.8376317003646844,0.804195804195804,1
0.8401266598828208,0.8092189500640204,11
0.8661744164733692,0.8443337484433375,21
0.8694783812310783,0.8486352357320098,31
0.8779049924471777,0.8596059113300494,41
0.887766323892832,0.8725490196078431,51
0.8885848096625564,0.8727272727272727,61
0.9032353889229486,0.8910179640718562,71
0.8940408547645985,0.8799999999999999,81
0.8749344263331206,0.8560794044665013,91
0.8822597159633165,0.8655980271270036,101
0.8833610375492197,0.8669950738916256,111
0.8888676454787352,0.8739290085679314,121
0.8801076356189838,0.8624078624078625,131
0.8888676454787352,0.8739290085679314,141
0.8881502853639576,0.8728606356968215,151
0.8701451785183827,0.85,161
0.887766323892832,0.8725490196078431,171
0.8708625386331603,0.851063829787234,181
0.8840783976639974,0.8680641183723798,191
